fixed tweet,tweet length,number of words,number of lines,number of short words,upload hour,tweet source code,included media(?),number of user mentions,number of links,number of hashtags,emojis,pcfg rules,negativity score,neutrality score,positivity score,part of speech tagging,
"6/ Dearborn says Papadopoulos told him about the Kremlin having Clinton dirt. Then EricksonButina's boyfriendtells Dearborn that Torshin (Butina's boss) wants to see Trump. Trump Jr.who wants Clinton dirtgoes. Days later, Goldstone writes Trump Jr. about getting Clinton dirt.",276,39,1,11,18,1,0,0,0,0,,"{""NP"": {""CD"": 1, ""DT#NNP"": 1, ""NNP#NN"": 2, ""NNP#POS"": 2, ""NP#NNS"": 1, ""NP#NN"": 1, ""NP#PRN"": 1, ""NNP#NNS"": 1}, ""PP"": {""IN#S"": 1}, ""VP"": {""VBG#NP"": 2, ""VBD#NP#PP#S"": 1, ""VBZ#SBAR"": 2, ""VBZ#S"": 1, ""VBZ#NP"": 2}, ""S"": {""RB#NP#VP#."": 1, ""ADVP#,#NP#VP#."": 1}, ""SBAR"": {""S"": 1, ""IN#S"": 1}, ""FRAG"": {""NP#:#S#."": 1}, ""ROOT"": {""FRAG"": 1}, ""PRN"": {""-LRB-#NP#-RRB-"": 1}, ""ADVP"": {""NP#RB"": 1}}",0.115,0.885,0.0,"{"","": 8, ""^"": 15, ""V"": 8, ""O"": 2, ""P"": 4, ""D"": 1, ""N"": 5, ""R"": 2, ""Z"": 2}","['{"","": 8, ""^"": 15, ""V"": 8, ""O"": 2, ""P"": 4, ""D"": 1, ""N"": 5, ""R"": 2, ""Z"": 2}']"
"5/ I hear a lot of folks saying that Congress isn't looking at any of this. Not so fastremember how, when we learned days ago that Corey Lewandowski and Rick Dearborn had been subpoenaed by Congress, I said Dearborn was the more important witness? This is one of the reasons why.",279,51,1,34,18,1,0,0,0,0,,"{""NP"": {""CD"": 2, ""DT"": 3, ""NP#VP"": 1, ""NNP#NNP#CC#NNP#NNP"": 1, ""DT#ADJP#NN"": 1, ""DT#NNS"": 1, ""NP#FRAG"": 1}, ""VP"": {""VBG#PP"": 1, ""VBZ#RB#VP"": 1, ""VBG#SBAR"": 1, ""VBP#NP"": 1, ""VBN#PP"": 1, ""VBN#VP"": 1, ""VBD#VP"": 1, ""VBD#NP#ADVP#SBAR"": 1, ""VBD#NP"": 1, ""VBD#SBAR"": 1, ""VBZ#NP"": 1}, ""S"": {""SBAR#,#NP#VP"": 1}, ""SBAR"": {""IN#S"": 2, ""WHADVP#S"": 1, ""S"": 1, ""WHADVP#,#S"": 1}, ""FRAG"": {""NP#:#S#."": 1, ""ADJP#SBAR#."": 1, ""WHADVP"": 1}, ""ROOT"": {""FRAG"": 2}, ""ADJP"": {""RB#RB#JJ"": 1, ""RBR#JJ"": 1}, ""WHADVP"": {""WRB"": 3}, ""ADVP"": {""IN"": 1}}",0.0,0.957,0.043,"{"","": 6, ""O"": 5, ""V"": 11, ""D"": 4, ""N"": 5, ""P"": 7, ""^"": 7, ""R"": 7, ""&"": 1, ""A"": 2, ""$"": 1}","['{"","": 6, ""O"": 5, ""V"": 11, ""D"": 4, ""N"": 5, ""P"": 7, ""^"": 7, ""R"": 7, ""&"": 1, ""A"": 2, ""$"": 1}']"
"4/ I'm not one of those who calls Trump or any operation he runs clever, byzantine or intricate. Trump dumbly trotted out Don Jr.because he wasn't on the campaigneach time the Kremlin had something important it wanted to get to Trump ASAP. Butina says it happened in Louisville.",278,48,1,26,18,1,0,0,0,0,,"{""NP"": {""CD"": 2, ""DT"": 1, ""NP#SBAR"": 4, ""NP#CC#NP"": 1, ""DT#JJ#NN"": 1, ""DT#NNP"": 1}, ""WHNP"": {""WP"": 1}, ""ADJP"": {""JJ#,#JJ#CC#JJ"": 1, ""JJ"": 1}, ""VP"": {""VBZ#ADJP"": 1, ""VBZ#NP"": 1, ""VBP#RB#NP"": 1, ""VB#PP"": 1, ""VBD#S"": 2, ""VBD#RB#PP"": 1, ""VBD#PRT#NP"": 1, ""VBD#PP"": 1, ""VBZ#SBAR"": 1}, ""S"": {""NP#ADJP#SBAR"": 1, ""NP#ADVP#VP#."": 1}, ""SBAR"": {""S"": 5, ""WHNP#S"": 1}, ""FRAG"": {""NP#:#S#."": 1}, ""ROOT"": {""FRAG"": 1}, ""PRT"": {""RP"": 1}}",0.044,0.835,0.121,"{"","": 5, ""L"": 1, ""R"": 1, ""$"": 1, ""P"": 6, ""O"": 6, ""V"": 9, ""^"": 11, ""&"": 2, ""D"": 3, ""N"": 3, ""A"": 4, ""T"": 1}","['{"","": 5, ""L"": 1, ""R"": 1, ""$"": 1, ""P"": 6, ""O"": 6, ""V"": 9, ""^"": 11, ""&"": 2, ""D"": 3, ""N"": 3, ""A"": 4, ""T"": 1}']"
"3/ Under two months after the June meeting, we see the same thing play out again: Saudi/UAE emissary Nader and the Israeli government-connected Zamel want to make an illegal pre-election offer to Trump, but settle foryet againDon Jr. Why? Because Don Jr. wasn't on the campaign.",278,46,1,24,18,1,0,0,0,0,,"{""NP"": {""CD"": 1, ""CD#NNS"": 1, ""DT#NNP#NN"": 1, ""DT#JJ#NN"": 1, ""NNP#NN#NNP"": 1, ""DT#JJ#JJ#NN"": 2, ""NP#CC#NP"": 1, ""JJ#NN"": 1}, ""PRT"": {""RP"": 1}, ""VP"": {""VBP#PRT#ADVP"": 1, ""VB#NP#PP"": 1, ""VP#,#CC#VP#NP"": 1, ""VBP#S"": 1, ""VBP#SBAR"": 1, ""VBD#RB#PP"": 1}, ""S"": {""S#:#S"": 1, ""PP#,#NP#VP"": 1, ""PP#NP#VP#."": 1}, ""SBAR"": {""S"": 1}, ""FRAG"": {""NP#:#S#."": 1, ""WRB#."": 1}, ""ROOT"": {""FRAG"": 2}}",0.048,0.893,0.059,"{""$"": 2, ""P"": 6, ""N"": 8, ""D"": 5, ""^"": 11, "","": 5, ""O"": 1, ""V"": 6, ""A"": 2, ""T"": 1, ""R"": 2, ""&"": 2}","['{""$"": 2, ""P"": 6, ""N"": 8, ""D"": 5, ""^"": 11, "","": 5, ""O"": 1, ""V"": 6, ""A"": 2, ""T"": 1, ""R"": 2, ""&"": 2}']"
"2/ Ten days later we find a Kremlin officialYury Chaikadoing just what Butina and Torshin allegedly did, per Butina: wanting Trump Sr. but settling for Don Jr. In Louisville, Torshin wanted Trump and got Jr.; at Trump Tower the next month, the Agalarovs wanted Trump and got Jr.",278,48,1,27,18,1,0,0,0,0,,"{""NP"": {""CD"": 1, ""CD#NNS#RB"": 1, ""DT#NNP#NN"": 1, ""NNP#CC#NNP"": 1, ""DT#JJ#NN"": 1, ""NP#NP"": 1, ""DT#NNPS"": 1}, ""WHADJP"": {""RB#WP"": 1}, ""VP"": {""VBD"": 1, ""VBG#SBAR"": 1, ""VBP#S"": 1, ""VBG#NP"": 1, ""VBG#PP"": 1, ""VP#CC#VP"": 3, ""VBD#NP#SBAR#,#PP#:#S"": 1, ""VBD#NP"": 4}, ""S"": {""NP#ADVP#VP"": 1, ""PP#,#NP#VP"": 2, ""S#:#S#."": 1}, ""SBAR"": {""WHADJP#S"": 1, ""S"": 1}}",0.0,1.0,0.0,"{""$"": 2, ""N"": 4, ""R"": 3, ""O"": 2, ""V"": 8, ""D"": 3, ""^"": 17, ""&"": 4, "","": 5, ""P"": 4, ""A"": 1}","['{""$"": 2, ""N"": 4, ""R"": 3, ""O"": 2, ""V"": 8, ""D"": 3, ""^"": 17, ""&"": 4, "","": 5, ""P"": 4, ""A"": 1}']"
"1/ Byrne says Butina was instrumental in setting up the offsite Trump Jr. meeting at her hotel; this fits with her (other) boyfriend, Erickson, writing Dearborn to say precisely that: Torshin (and Butina) want to make first contact with Trump in Louisville at an offsite location.",280,46,1,23,18,1,0,0,0,0,,"{""NP"": {""CD"": 1, ""DT#JJ#NNP#NNP#NN"": 1, ""DT"": 1, ""JJ"": 1, ""PRP$#PRN#NN"": 1, ""NP#,#NP#,"": 1, ""RB#DT"": 1, ""NP#-LRB-#CC#NP#-RRB-"": 1, ""JJ#NN"": 1, ""DT#JJ#NN"": 1}, ""PRT"": {""RP"": 1}, ""PP"": {""IN#S"": 2}, ""VP"": {""VBG#PRT#NP#PP"": 1, ""VBD#ADJP"": 1, ""VBG#S"": 1, ""VBZ#PP"": 1, ""VB#NP#PP#PP"": 1, ""VBP#S"": 1, ""VBZ#SBAR"": 1}, ""S"": {""S#:#S#:#S"": 1}, ""ADJP"": {""JJ#PP"": 1}, ""PRN"": {""-LRB-#NP#-RRB-"": 1}, ""SBAR"": {""S"": 1}, ""FRAG"": {""NP#:#S#."": 1}, ""ROOT"": {""FRAG"": 1}}",0.0,0.972,0.028,"{""$"": 1, ""^"": 10, ""V"": 8, ""N"": 8, ""P"": 8, ""T"": 1, ""D"": 3, "","": 9, ""O"": 3, ""A"": 2, ""R"": 1, ""&"": 1}","['{""$"": 1, ""^"": 10, ""V"": 8, ""N"": 8, ""P"": 8, ""T"": 1, ""D"": 3, "","": 9, ""O"": 3, ""A"": 2, ""R"": 1, ""&"": 1}']"
"MCCLATCHY, the NYT and VANITY FAIR offer info about the 2016 NRA Conference in Louisville that dovetails with what Byrne told the DOJ. Putin ordered Torshin to make ""first contact"" (by Torshin) with the Trump campaign there and to do so offsite. Pages 87-88 of PROOF OF COLLUSION:",280,48,1,26,17,1,1,0,0,0,,"{""NP"": {""DT#NNP#CC#NNP#NNP#NN#NN"": 1, ""DT#CD#NNP#NNP"": 1, ""DT#NNP"": 1, ""NP#PP#SBAR"": 1, ""NP#,#NP#."": 1, ""JJ#NN"": 1, ""``#NP#PRN"": 1, ""DT#NNP#NN"": 1, ""NNP#CD"": 1, ""NP#PP#:"": 1}, ""PP"": {""IN#SBAR"": 1}, ""WHNP"": {""WDT"": 1, ""WP"": 1}, ""VP"": {""VBD#NP"": 1, ""VBZ#PP"": 1, ""VB#NP#ADVP"": 1, ""VB#ADJP"": 1, ""VP#CC#VP"": 1, ""VBD#S"": 1}, ""SBAR"": {""WHNP#S"": 2}, ""ROOT"": {""NP"": 2}, ""PRN"": {""-LRB-#PP#-RRB-"": 1}, ""ADJP"": {""RB#JJ"": 1}}",0.051,0.89,0.059,"{""^"": 10, "","": 8, ""D"": 4, ""&"": 2, ""N"": 10, ""P"": 10, ""$"": 2, ""V"": 5, ""O"": 1, ""A"": 2, ""R"": 2}","['{""^"": 10, "","": 8, ""D"": 4, ""&"": 2, ""N"": 10, ""P"": 10, ""$"": 2, ""V"": 5, ""O"": 1, ""A"": 2, ""R"": 2}']"
"Austin Barker Oh, I don't ""trust"" his credibility. I want Congress to *test* his credibility by investigating his claims. That's a key difference. What *others* are saying is *ignore* him. *That's* what I'm objecting to.",220,35,1,18,17,1,0,1,0,0,,"{""NP"": {""PRP$#NNS"": 1, ""DT"": 2, ""DT#JJ#NN"": 1}, ""VP"": {""VBZ"": 2, ""``#VB#NP"": 1, ""VBP#RB#VP"": 1, ""VB#NP#FRAG"": 1, ""VBG#NP"": 1, ""VBP#S#PP"": 1, ""VBZ#NP"": 1, ""VBG#NP#X"": 1, ""VBG"": 1, ""VBP#VP"": 2, ""VB#FRAG"": 1, ""VBG#VP"": 1, ""VBZ#VP"": 1, ""VBG#PP"": 1}, ""S"": {""S#,#NP#VP#."": 1, ""S#VP"": 1, ""SBAR#VP#."": 1, ""X#NP#VP"": 1, ""X#X#NP#VP"": 1, ""S#S#."": 1}, ""X"": {""SYM"": 5, ""WP"": 1}, ""FRAG"": {""X#NP"": 2}, ""PP"": {""IN#S"": 1, ""TO"": 1}, ""WHNP"": {""WP"": 1}, ""SBAR"": {""WHNP#S"": 1}}",0.0,0.96,0.04,"{""^"": 3, ""!"": 1, "","": 16, ""O"": 5, ""V"": 8, ""N"": 8, ""D"": 4, ""P"": 3, ""L"": 3}","['{""^"": 3, ""!"": 1, "","": 16, ""O"": 5, ""V"": 8, ""N"": 8, ""D"": 4, ""P"": 3, ""L"": 3}']"
"Austin Barker But Austin, he told the same story to DOJ, Fox News, Fox Business, CNN, Seth Hettena for digital publication...all manic episodes? Each time every time? Resulting in the same story? One that happens to dovetail with the existing evidence and media reports and Butina's own claims?",294,48,1,25,17,1,0,1,0,0,,"{""NP"": {""DT#JJ#NN"": 2, ""JJ#NN"": 1, ""DT#JJ#NNS"": 1, ""NP#,#NP#,#NP#,#NP#,#NP#:#NP"": 1, ""NP#NP#."": 1, ""VBG"": 1, ""NP#PP#."": 1, ""CD"": 1, ""DT#VBG#NN#CC#NN#NNS"": 1, ""NNP#POS"": 1, ""NP#JJ#NNS"": 1, ""NP#CC#NP"": 1, ""NP#SBAR"": 1}, ""ADJP"": {""JJ"": 1}, ""UCP"": {""NP#CC#ADJP"": 1}, ""S"": {""UCP"": 1, ""S#,#NP#VP#."": 1}, ""VP"": {""VBD#NP#PP"": 1, ""VB#PP"": 1, ""VBZ#S"": 1}, ""ROOT"": {""NP"": 2, ""FRAG"": 1}, ""WHNP"": {""WDT"": 1}, ""SBAR"": {""WHNP#S"": 1}, ""FRAG"": {""NP#."": 1}}",0.0,1.0,0.0,"{""^"": 11, ""&"": 3, "","": 10, ""O"": 1, ""V"": 4, ""D"": 6, ""A"": 5, ""N"": 11, ""P"": 6, ""$"": 1, ""Z"": 1}","['{""^"": 11, ""&"": 3, "","": 10, ""O"": 1, ""V"": 4, ""D"": 6, ""A"": 5, ""N"": 11, ""P"": 6, ""$"": 1, ""Z"": 1}']"
"Austin Barker I'm not going to diagnose him from a couple interviews. Nor, by the way, does a manic episode cause you to start lying.",133,25,1,14,16,1,0,1,0,0,,"{""NP"": {""NNP#NNP#PRP"": 1, ""DT#NN#NNS"": 1, ""DT#JJ#NN"": 1, ""VBG"": 1}, ""VP"": {""VB#NP#PP"": 1, ""VBG#S"": 1, ""VBP#RB#VP"": 1, ""VB#S"": 1}, ""ROOT"": {""SINV"": 1}, ""ADVP"": {""IN#NP"": 1}, ""SINV"": {""CC#,#ADVP#,#VBZ#NP#VP#."": 1}}",0.134,0.866,0.0,"{""^"": 2, ""L"": 1, ""R"": 1, ""V"": 5, ""P"": 5, ""O"": 2, ""D"": 3, ""N"": 4, "","": 4, ""&"": 1, ""A"": 1}","['{""^"": 2, ""L"": 1, ""R"": 1, ""V"": 5, ""P"": 5, ""O"": 2, ""D"": 3, ""N"": 4, "","": 4, ""&"": 1, ""A"": 1}']"
Uncle Blazer It's available for preorder now (see link above) and as I understand it will be available at the same time as the print and Kindle editions,152,28,1,18,16,1,0,1,0,0,,"{""NP"": {""DT#JJ#NN"": 1, ""JJ#NNS"": 1, ""NP#CC#NP"": 1}, ""ADJP"": {""JJ"": 1, ""JJ#PP"": 1}, ""PP"": {""IN"": 1}, ""ADVP"": {""ADVP#PRN"": 1}, ""VP"": {""VB#NP#PP"": 1, ""VBZ#ADJP#PP#ADVP"": 1, ""VB#ADJP#PP"": 1, ""MD#VP"": 1, ""VBP#SBAR"": 1, ""VBZ#SBAR"": 1}, ""PRN"": {""-LRB-#S#-RRB-"": 1}, ""SBAR"": {""S"": 2, ""IN#S"": 1, ""SBAR#CC#SBAR"": 1}}",0.0,1.0,0.0,"{""^"": 3, ""L"": 1, ""A"": 3, ""P"": 5, ""V"": 5, ""R"": 1, "","": 2, ""N"": 4, ""&"": 2, ""O"": 2, ""D"": 2}","['{""^"": 3, ""L"": 1, ""A"": 3, ""P"": 5, ""V"": 5, ""R"": 1, "","": 2, ""N"": 4, ""&"": 2, ""O"": 2, ""D"": 2}']"
"chillidog The volume of major-media info from around the world that the book supplies and that most news consumers don't yet haveand that's critical to understanding how Trump came to power, how he's staying in power, and how he's profoundly perverted U.S. foreign policyis jaw-dropping.",287,45,1,24,16,1,0,1,0,0,,"{""NP"": {""JJ#NN"": 1, ""JJS#NN#NNS"": 1, ""NP#SBAR"": 1, ""NNP#JJ#NNS#NN"": 1}, ""PP"": {""IN#IN#NP"": 1, ""TO#S"": 1}, ""VP"": {""VBZ"": 1, ""VBP#RB"": 1, ""VBG#NP#PP"": 1, ""VBG#PP"": 1, ""VBZ#VP"": 1, ""VBD#PP#,#SBAR"": 1, ""VBG#SBAR"": 1, ""VBZ#ADJP"": 2, ""ADVP#VBD#SBAR"": 1}, ""SBAR"": {""IN#S"": 2, ""SBAR#CC#SBAR"": 1, ""WHADVP#S"": 3, ""WHNP#S"": 1, ""SBAR#,#CC#SBAR"": 1}, ""WHNP"": {""WDT"": 1}, ""WHADVP"": {""WRB"": 3}, ""ADJP"": {""JJ#PP"": 1, ""RB#JJ"": 1}, ""SINV"": {""VP#VP#NP#."": 1}, ""ROOT"": {""SINV"": 1}}",0.119,0.881,0.0,"{""V"": 6, ""D"": 4, ""N"": 11, ""P"": 7, ""A"": 5, ""&"": 2, ""R"": 5, ""L"": 3, ""^"": 2, "","": 3}","['{""V"": 6, ""D"": 4, ""N"": 11, ""P"": 7, ""A"": 5, ""&"": 2, ""R"": 5, ""L"": 3, ""^"": 2, "","": 3}']"
Patrick Byrne may be an oddballbut he's a material witness whose evidence the DOJ finds credible in part because it dovetails with existing evidence and major-media reports. Congress *must* investigate whether Trump Jr. met secretly with Kremlin agents in Louisville in May 2016.,279,43,1,18,16,1,0,0,0,0,,"{""NP"": {""DT#NN#NN"": 1, ""DT#NNP"": 1, ""NP#NP"": 1, ""VBG#NN"": 1, ""JJ#NNS"": 1, ""NP#CC#NP"": 1, ""NP#SBAR"": 2, ""NNP#NNS"": 1, ""NNP#CD"": 1}, ""WHNP"": {""WP$#NP"": 1}, ""ADJP"": {""JJ#PP"": 1}, ""VP"": {""VBZ#PP"": 1, ""VBZ#ADJP#SBAR"": 1, ""VBZ#NP"": 1, ""MD#VP"": 1, ""VBD#ADVP#PP#PP"": 1, ""VB#SBAR"": 1, ""MD#ADVP#VP"": 1}, ""SBAR"": {""IN#S"": 2, ""WHNP#S"": 1, ""S"": 1}}",0.0,1.0,0.0,"{""^"": 9, ""V"": 8, ""D"": 3, ""N"": 7, ""L"": 2, ""A"": 3, ""P"": 7, ""O"": 1, ""&"": 1, "","": 4, ""R"": 1, ""$"": 1}","['{""^"": 9, ""V"": 8, ""D"": 3, ""N"": 7, ""L"": 2, ""A"": 3, ""P"": 7, ""O"": 1, ""&"": 1, "","": 4, ""R"": 1, ""$"": 1}']"
"Please RETWEET if you want America to know what Trump did to win. ""A richly documented indictment of power & corruption bearing urgent discussion."" Kirkus ""Traces murky deals...[& offers] serious criticisms of Trump's foreign policy."" Publishers Weekly",252,37,1,13,16,1,0,0,1,0,,"{""INTJ"": {""UH"": 1}, ""NP"": {""JJ#NN"": 1, ""NP#VP"": 1, ""NP#CC#NP"": 1, ""ADJP#NNS"": 1, ""NNS#CC#NNS"": 1, ""JJ#NNS"": 1, ""NNP#POS"": 1, ""NP#JJ#NN"": 1, ""NNPS#NNP"": 1}, ""WHNP"": {""WP"": 1}, ""VP"": {""VB"": 1, ""VBD#S"": 1, ""VB#SBAR"": 2, ""VBP#S"": 1, ""VBG#NP"": 1, ""VBZ#NP"": 2, ""``#VBZ#NP"": 1}, ""S"": {""INTJ#VP#."": 1, ""``#NP#VP#."": 1, ""S#:#S#."": 1}, ""SBAR"": {""WHNP#S"": 1, ""IN#S"": 1}, ""ROOT"": {""NP"": 1}, ""ADJP"": {""JJ"": 1}}",0.072,0.655,0.273,"{""V"": 9, ""P"": 5, ""O"": 2, ""^"": 2, ""N"": 11, "","": 10, ""D"": 1, ""R"": 1, ""&"": 1, ""A"": 4, ""Z"": 1}","['{""V"": 9, ""P"": 5, ""O"": 2, ""^"": 2, ""N"": 11, "","": 10, ""D"": 1, ""R"": 1, ""&"": 1, ""A"": 4, ""Z"": 1}']"
"Signing off early tonight. Have a great Friday night, all.",58,10,1,4,22,1,0,0,1,0,,"{""PRT"": {""RP"": 1}, ""NP"": {""JJ#NN"": 1, ""DT#JJ#NNP#NN"": 1}, ""VP"": {""VBG#PRT#NP"": 1, ""VB#NP#,#ADVP"": 1}, ""S"": {""VP#."": 2}, ""ADVP"": {""DT"": 1}}",0.0,0.661,0.339,"{""V"": 2, ""T"": 1, ""R"": 2, "","": 3, ""D"": 1, ""A"": 1, ""^"": 1, ""N"": 1, ""X"": 1}","['{""V"": 2, ""T"": 1, ""R"": 2, "","": 3, ""D"": 1, ""A"": 1, ""^"": 1, ""N"": 1, ""X"": 1}']"
Not sure how to read this. Does Trump care what staffers think?,63,12,1,8,22,1,0,0,1,0,,"{""ADJP"": {""RB#JJ"": 1}, ""WHADVP"": {""WRB"": 1}, ""NP"": {""DT"": 1}, ""VP"": {""VBP"": 1, ""VB#SBAR"": 1}, ""SBAR"": {""WHADVP#S"": 1, ""WHNP#S"": 1}, ""FRAG"": {""ADJP#SBAR#."": 1}, ""ROOT"": {""FRAG"": 1, ""SQ"": 1}, ""WHNP"": {""WP"": 1}, ""SQ"": {""NNP#NP#VP#."": 1}}",0.129,0.66,0.211,"{""R"": 2, ""A"": 1, ""P"": 1, ""V"": 4, ""O"": 2, "","": 2, ""^"": 1, ""N"": 1}","['{""R"": 2, ""A"": 1, ""P"": 1, ""V"": 4, ""O"": 2, "","": 2, ""^"": 1, ""N"": 1}']"
"Look, Trump may be vulgar and racist, but on the other hand he's also tanking the economy",89,17,1,10,21,1,0,0,0,0,,"{""NP"": {""NN#CC#NN"": 1, ""DT#JJ#NN"": 1}, ""VP"": {""MD#VP"": 1, ""VBG#NP"": 1, ""VBZ#ADVP#VP"": 1, ""VB#,#S"": 1}, ""S"": {""PP#NP#VP"": 1, ""S#,#CC#S"": 1}}",0.115,0.688,0.197,"{""V"": 4, "","": 2, ""^"": 1, ""A"": 3, ""&"": 2, ""P"": 1, ""D"": 2, ""N"": 2, ""L"": 1, ""R"": 1}","['{""V"": 4, "","": 2, ""^"": 1, ""A"": 3, ""&"": 2, ""P"": 1, ""D"": 2, ""N"": 2, ""L"": 1, ""R"": 1}']"
"Question for Thomas Massie: your district ends a mile from where Maria Butina told Patrick Byrne that she and another Kremlin agentAlexander Torshinsecretly met with Trump Jr. in May '16 for an hour, which meeting Trump Jr. hid from Congress. Are you going to look into this?",275,47,1,26,19,1,0,1,1,0,,"{""NP"": {""DT#NNP#NN#NN"": 1, ""NP#CC#NP"": 1, ""NNP#CD"": 1, ""NNP#NNP#NNP"": 1, ""NP#,#SBAR"": 1, ""DT"": 1}, ""PP"": {""IN#SBAR"": 1}, ""VP"": {""VBN#PP"": 1, ""VBG#NP"": 1, ""VBD#PP#PP"": 1, ""VBD#NP#SBAR"": 1, ""VBZ#NP#PP"": 1, ""VB#PP"": 1, ""VBG#S"": 1}, ""S"": {""S#:#S#."": 1}, ""WHADVP"": {""WRB"": 1}, ""WHNP"": {""WDT"": 1}, ""SBAR"": {""WHNP#S"": 1, ""IN#S"": 1, ""WHADVP#S"": 1}, ""ROOT"": {""SQ"": 1}, ""SQ"": {""VBP#NP#VP#."": 1}}",0.03,0.97,0.0,"{""N"": 5, ""P"": 9, ""^"": 15, "","": 5, ""D"": 5, ""V"": 7, ""R"": 1, ""O"": 3, ""&"": 1, ""$"": 1}","['{""N"": 5, ""P"": 9, ""^"": 15, "","": 5, ""D"": 5, ""V"": 7, ""R"": 1, ""O"": 3, ""&"": 1, ""$"": 1}']"
"QUESTION: Am I missing something, or has the NRA deleted all information about its 2016 conference in Louisville?",113,18,1,10,19,1,0,0,1,0,,"{""NP"": {""DT#NNP"": 1, ""PRP$#CD#NN"": 1, ""NP#:#SQ"": 1}, ""VP"": {""VBG#NP"": 1, ""VBN#NP#PP"": 1}, ""SQ"": {""VBP#NP#VP"": 1, ""VBZ#NP#VP#."": 1, ""SQ#,#CC#SQ"": 1}, ""ROOT"": {""NP"": 1}}",0.121,0.879,0.0,"{""N"": 4, "","": 3, ""V"": 4, ""O"": 1, ""&"": 1, ""D"": 2, ""^"": 2, ""P"": 2, ""L"": 1, ""$"": 1}","['{""N"": 4, "","": 3, ""V"": 4, ""O"": 1, ""&"": 1, ""D"": 2, ""^"": 2, ""P"": 2, ""L"": 1, ""$"": 1}']"
I've got 99 problems and all of them are Democratic House members who aren't supporting an impeachment inquiry,110,18,1,10,18,1,0,0,0,0,,"{""NP"": {""CD#NNS"": 1, ""DT"": 1, ""NP#CC#NP"": 1, ""JJ#NNP#NNS"": 1, ""DT#NN#NN"": 1, ""NP#SBAR"": 1}, ""WHNP"": {""WP"": 1}, ""VP"": {""VBG#NP"": 1, ""VBP#RB#VP"": 1, ""VBP#NP"": 1, ""VBN#SBAR"": 1, ""VBP#VP"": 1}, ""SBAR"": {""WHNP#S"": 1, ""S"": 1}}",0.242,0.758,0.0,"{""L"": 1, ""V"": 4, ""$"": 1, ""N"": 5, ""&"": 1, ""D"": 2, ""P"": 1, ""O"": 2, ""A"": 1}","['{""L"": 1, ""V"": 4, ""$"": 1, ""N"": 5, ""&"": 1, ""D"": 2, ""P"": 1, ""O"": 2, ""A"": 1}']"
"FOLLOWUP: I'm old enough to remember a time when a President of the United States stating that he ""hereby orders"" American corporations to seek new business partners was cause for concern about whether the President understood anything about democracy and the limits of his powers",280,45,1,21,18,1,0,0,0,0,,"{""NP"": {""DT#NNP"": 2, ""DT#NNP#NNPS"": 1, ""JJ#NN#NNS"": 1, ""JJ#NNS#S"": 1, ""NP#VP"": 1, ""NN#RB"": 1, ""DT#NNS"": 1, ""PRP$#NNS"": 1, ""NP#CC#NP"": 1}, ""WHADVP"": {""WRB"": 1}, ""VP"": {""``#VBZ#NP#NP"": 1, ""VBG#SBAR"": 1, ""VBD#NP"": 2, ""VB#NP#SBAR"": 1, ""VBP#ADJP#SBAR"": 1}, ""SBAR"": {""IN#S"": 2, ""WHADVP#S"": 1}, ""ADJP"": {""JJ#RB#S"": 1}, ""FRAG"": {""NP#:#S"": 1}, ""ROOT"": {""FRAG"": 1}}",0.0,0.938,0.062,"{""N"": 12, "","": 3, ""L"": 1, ""A"": 2, ""R"": 4, ""P"": 9, ""V"": 7, ""D"": 6, ""^"": 2, ""O"": 1, ""&"": 1}","['{""N"": 12, "","": 3, ""L"": 1, ""A"": 2, ""R"": 4, ""P"": 9, ""V"": 7, ""D"": 6, ""^"": 2, ""O"": 1, ""&"": 1}']"
ATTENTION UK READERS: Proof of Conspiracy is available for preorder in the United Kingdom! Simon & Schuster just sent me this link for readers abroad (the book ships in 10 days):,178,31,1,17,18,1,0,0,1,0,,"{""NP"": {""NNP#NNP#NNPS"": 1, ""DT#NNP#NNP"": 1, ""NNP#CC#NNP"": 1, ""NP#ADVP"": 1, ""DT#NN#NNS"": 1, ""CD#NNS"": 1, ""NP#PRN"": 1}, ""ADJP"": {""JJ#PP"": 1}, ""VP"": {""VBZ#ADJP"": 1, ""VBD#NP#NP"": 1}, ""S"": {""NP#ADVP#VP#:"": 1}, ""FRAG"": {""NP#:#S#."": 1}, ""ROOT"": {""FRAG"": 1}, ""PRN"": {""-LRB-#NP#-RRB-"": 1}}",0.107,0.812,0.081,"{""N"": 8, ""^"": 6, "","": 4, ""P"": 5, ""V"": 3, ""A"": 1, ""D"": 3, ""&"": 1, ""R"": 2, ""O"": 1, ""$"": 1}","['{""N"": 8, ""^"": 6, "","": 4, ""P"": 5, ""V"": 3, ""A"": 1, ""D"": 3, ""&"": 1, ""R"": 2, ""O"": 1, ""$"": 1}']"
